,WordForm,LemmaCase,Frequency,Cues,Outcomes
1471,okeani,okean_nom_Pl,5,"('#o', 'ok', 'ke', 'ea', 'an', 'ni', 'i#')","('okean', 'nom', 'Pl')"
1472,okeana,okean_gen_Pl,10,"('#o', 'ok', 'ke', 'ea', 'an', 'na', 'a#')","('okean', 'gen', 'Pl')"
1473,okeanima,okean_dat_Pl,1,"('#o', 'ok', 'ke', 'ea', 'an', 'ni', 'im', 'ma', 'a#')","('okean', 'dat', 'Pl')"
1474,okeane,okean_acc_Pl,8,"('#o', 'ok', 'ke', 'ea', 'an', 'ne', 'e#')","('okean', 'acc', 'Pl')"
1475,okeanima,okean_ins_Pl,3,"('#o', 'ok', 'ke', 'ea', 'an', 'ni', 'im', 'ma', 'a#')","('okean', 'ins', 'Pl')"
1476,okeanima,okean_loc_Pl,2,"('#o', 'ok', 'ke', 'ea', 'an', 'ni', 'im', 'ma', 'a#')","('okean', 'loc', 'Pl')"
1477,okno,okno_nom_Sg,13,"('#o', 'ok', 'kn', 'no', 'o#')","('okno', 'nom', 'Sg')"
1478,okna,okno_gen_Sg,28,"('#o', 'ok', 'kn', 'na', 'a#')","('okno', 'gen', 'Sg')"
1479,oknu,okno_dat_Sg,4,"('#o', 'ok', 'kn', 'nu', 'u#')","('okno', 'dat', 'Sg')"
1480,okno,okno_acc_Sg,46,"('#o', 'ok', 'kn', 'no', 'o#')","('okno', 'acc', 'Sg')"
1481,oknom,okno_ins_Sg,18,"('#o', 'ok', 'kn', 'no', 'om', 'm#')","('okno', 'ins', 'Sg')"
1482,oknu,okno_loc_Sg,38,"('#o', 'ok', 'kn', 'nu', 'u#')","('okno', 'loc', 'Sg')"
1483,okna,okno_nom_Pl,33,"('#o', 'ok', 'kn', 'na', 'a#')","('okno', 'nom', 'Pl')"
1484,okana,okno_gen_Pl,5,"('#o', 'ok', 'ka', 'an', 'na', 'a#')","('okno', 'gen', 'Pl')"
1485,oknima,okno_dat_Pl,1,"('#o', 'ok', 'kn', 'ni', 'im', 'ma', 'a#')","('okno', 'dat', 'Pl')"
1486,okna,okno_acc_Pl,53,"('#o', 'ok', 'kn', 'na', 'a#')","('okno', 'acc', 'Pl')"
1487,oknima,okno_ins_Pl,6,"('#o', 'ok', 'kn', 'ni', 'im', 'ma', 'a#')","('okno', 'ins', 'Pl')"
1488,oknima,okno_loc_Pl,20,"('#o', 'ok', 'kn', 'ni', 'im', 'ma', 'a#')","('okno', 'loc', 'Pl')"
1489,oko,oko_nom_Sg,256,"('#o', 'ok', 'ko', 'o#')","('oko', 'nom', 'Sg')"
1490,oka,oko_gen_Sg,304,"('#o', 'ok', 'ka', 'a#')","('oko', 'gen', 'Sg')"
1491,oku,oko_dat_Sg,44,"('#o', 'ok', 'ku', 'u#')","('oko', 'dat', 'Sg')"
1492,oko,oko_acc_Sg,100,"('#o', 'ok', 'ko', 'o#')","('oko', 'acc', 'Sg')"
1493,okom,oko_ins_Sg,140,"('#o', 'ok', 'ko', 'om', 'm#')","('oko', 'ins', 'Sg')"
1494,oku,oko_loc_Sg,223,"('#o', 'ok', 'ku', 'u#')","('oko', 'loc', 'Sg')"
1495,o~i,oko_nom_Pl,1279,"('#o', 'o~', '~i', 'i#')","('oko', 'nom', 'Pl')"
1496,o~iju,oko_gen_Pl,441,"('#o', 'o~', '~i', 'ij', 'ju', 'u#')","('oko', 'gen', 'Pl')"
1497,o~ima,oko_dat_Pl,29,"('#o', 'o~', '~i', 'im', 'ma', 'a#')","('oko', 'dat', 'Pl')"
1498,o~i,oko_acc_Pl,1202,"('#o', 'o~', '~i', 'i#')","('oko', 'acc', 'Pl')"
1499,o~ima,oko_ins_Pl,274,"('#o', 'o~', '~i', 'im', 'ma', 'a#')","('oko', 'ins', 'Pl')"
1500,o~ima,oko_loc_Pl,318,"('#o', 'o~', '~i', 'im', 'ma', 'a#')","('oko', 'loc', 'Pl')"
1501,oluja,oluja_nom_Sg,65,"('#o', 'ol', 'lu', 'uj', 'ja', 'a#')","('oluja', 'nom', 'Sg')"
1502,oluje,oluja_gen_Sg,42,"('#o', 'ol', 'lu', 'uj', 'je', 'e#')","('oluja', 'gen', 'Sg')"
1503,oluji,oluja_dat_Sg,12,"('#o', 'ol', 'lu', 'uj', 'ji', 'i#')","('oluja', 'dat', 'Sg')"
1504,oluju,oluja_acc_Sg,25,"('#o', 'ol', 'lu', 'uj', 'ju', 'u#')","('oluja', 'acc', 'Sg')"
1505,olujom,oluja_ins_Sg,12,"('#o', 'ol', 'lu', 'uj', 'jo', 'om', 'm#')","('oluja', 'ins', 'Sg')"
1506,oluji,oluja_loc_Sg,34,"('#o', 'ol', 'lu', 'uj', 'ji', 'i#')","('oluja', 'loc', 'Sg')"
1507,oluje,oluja_nom_Pl,38,"('#o', 'ol', 'lu', 'uj', 'je', 'e#')","('oluja', 'nom', 'Pl')"
1508,oluja,oluja_gen_Pl,22,"('#o', 'ol', 'lu', 'uj', 'ja', 'a#')","('oluja', 'gen', 'Pl')"
1509,olujama,oluja_dat_Pl,1,"('#o', 'ol', 'lu', 'uj', 'ja', 'am', 'ma', 'a#')","('oluja', 'dat', 'Pl')"
1510,oluje,oluja_acc_Pl,16,"('#o', 'ol', 'lu', 'uj', 'je', 'e#')","('oluja', 'acc', 'Pl')"
1511,olujama,oluja_ins_Pl,7,"('#o', 'ol', 'lu', 'uj', 'ja', 'am', 'ma', 'a#')","('oluja', 'ins', 'Pl')"
1512,olujama,oluja_loc_Pl,2,"('#o', 'ol', 'lu', 'uj', 'ja', 'am', 'ma', 'a#')","('oluja', 'loc', 'Pl')"
1513,organ,organ_nom_Sg,17,"('#o', 'or', 'rg', 'ga', 'an', 'n#')","('organ', 'nom', 'Sg')"
1514,organa,organ_gen_Sg,8,"('#o', 'or', 'rg', 'ga', 'an', 'na', 'a#')","('organ', 'gen', 'Sg')"
1515,organu,organ_dat_Sg,1,"('#o', 'or', 'rg', 'ga', 'an', 'nu', 'u#')","('organ', 'dat', 'Sg')"
1516,organ,organ_acc_Sg,4,"('#o', 'or', 'rg', 'ga', 'an', 'n#')","('organ', 'acc', 'Sg')"
1517,organom,organ_ins_Sg,1,"('#o', 'or', 'rg', 'ga', 'an', 'no', 'om', 'm#')","('organ', 'ins', 'Sg')"
1518,organu,organ_loc_Sg,1,"('#o', 'or', 'rg', 'ga', 'an', 'nu', 'u#')","('organ', 'loc', 'Sg')"
1519,organi,organ_nom_Pl,28,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'i#')","('organ', 'nom', 'Pl')"
1520,organa,organ_gen_Pl,47,"('#o', 'or', 'rg', 'ga', 'an', 'na', 'a#')","('organ', 'gen', 'Pl')"
1521,organima,organ_dat_Pl,9,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'im', 'ma', 'a#')","('organ', 'dat', 'Pl')"
1522,organe,organ_acc_Pl,12,"('#o', 'or', 'rg', 'ga', 'an', 'ne', 'e#')","('organ', 'acc', 'Pl')"
1523,organima,organ_ins_Pl,2,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'im', 'ma', 'a#')","('organ', 'ins', 'Pl')"
1524,organima,organ_loc_Pl,6,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'im', 'ma', 'a#')","('organ', 'loc', 'Pl')"
1525,organizacija,organizacija_nom_Sg,104,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ja', 'a#')","('organizacija', 'nom', 'Sg')"
1526,organizacije,organizacija_gen_Sg,133,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'je', 'e#')","('organizacija', 'gen', 'Sg')"
1527,organizaciji,organizacija_dat_Sg,13,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ji', 'i#')","('organizacija', 'dat', 'Sg')"
1528,organizaciju,organizacija_acc_Sg,64,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ju', 'u#')","('organizacija', 'acc', 'Sg')"
1529,organizacijom,organizacija_ins_Sg,20,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'jo', 'om', 'm#')","('organizacija', 'ins', 'Sg')"
1530,organizaciji,organizacija_loc_Sg,57,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ji', 'i#')","('organizacija', 'loc', 'Sg')"
1531,organizacije,organizacija_nom_Pl,154,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'je', 'e#')","('organizacija', 'nom', 'Pl')"
1532,organizacija,organizacija_gen_Pl,226,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ja', 'a#')","('organizacija', 'gen', 'Pl')"
1533,organizacijama,organizacija_dat_Pl,28,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ja', 'am', 'ma', 'a#')","('organizacija', 'dat', 'Pl')"
1534,organizacije,organizacija_acc_Pl,34,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'je', 'e#')","('organizacija', 'acc', 'Pl')"
1535,organizacijama,organizacija_ins_Pl,23,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ja', 'am', 'ma', 'a#')","('organizacija', 'ins', 'Pl')"
1536,organizacijama,organizacija_loc_Pl,47,"('#o', 'or', 'rg', 'ga', 'an', 'ni', 'iz', 'za', 'ac', 'ci', 'ij', 'ja', 'am', 'ma', 'a#')","('organizacija', 'loc', 'Pl')"
1537,osmeh,osmeh_nom_Sg,237,"('#o', 'os', 'sm', 'me', 'eh', 'h#')","('osmeh', 'nom', 'Sg')"
1538,osmeha,osmeh_gen_Sg,67,"('#o', 'os', 'sm', 'me', 'eh', 'ha', 'a#')","('osmeh', 'gen', 'Sg')"
1539,osmehu,osmeh_dat_Sg,3,"('#o', 'os', 'sm', 'me', 'eh', 'hu', 'u#')","('osmeh', 'dat', 'Sg')"
1540,osmeh,osmeh_acc_Sg,209,"('#o', 'os', 'sm', 'me', 'eh', 'h#')","('osmeh', 'acc', 'Sg')"
1541,osmehom,osmeh_ins_Sg,97,"('#o', 'os', 'sm', 'me', 'eh', 'ho', 'om', 'm#')","('osmeh', 'ins', 'Sg')"
1542,osmehu,osmeh_loc_Sg,16,"('#o', 'os', 'sm', 'me', 'eh', 'hu', 'u#')","('osmeh', 'loc', 'Sg')"
1543,osmesi,osmeh_nom_Pl,39,"('#o', 'os', 'sm', 'me', 'es', 'si', 'i#')","('osmeh', 'nom', 'Pl')"
1544,osmeha,osmeh_gen_Pl,6,"('#o', 'os', 'sm', 'me', 'eh', 'ha', 'a#')","('osmeh', 'gen', 'Pl')"
1545,osmesima,osmeh_dat_Pl,1,"('#o', 'os', 'sm', 'me', 'es', 'si', 'im', 'ma', 'a#')","('osmeh', 'dat', 'Pl')"
1546,osmehe,osmeh_acc_Pl,31,"('#o', 'os', 'sm', 'me', 'eh', 'he', 'e#')","('osmeh', 'acc', 'Pl')"
1547,osmjesima,osmeh_ins_Pl,9,"('#o', 'os', 'sm', 'mj', 'je', 'es', 'si', 'im', 'ma', 'a#')","('osmeh', 'ins', 'Pl')"
1548,osmjesima,osmeh_loc_Pl,3,"('#o', 'os', 'sm', 'mj', 'je', 'es', 'si', 'im', 'ma', 'a#')","('osmeh', 'loc', 'Pl')"
1549,otok,otok_nom_Sg,21,"('#o', 'ot', 'to', 'ok', 'k#')","('otok', 'nom', 'Sg')"
1550,otoka,otok_gen_Sg,13,"('#o', 'ot', 'to', 'ok', 'ka', 'a#')","('otok', 'gen', 'Sg')"
1551,otoku,otok_dat_Sg,1,"('#o', 'ot', 'to', 'ok', 'ku', 'u#')","('otok', 'dat', 'Sg')"
1552,otok,otok_acc_Sg,8,"('#o', 'ot', 'to', 'ok', 'k#')","('otok', 'acc', 'Sg')"
1553,otokom,otok_ins_Sg,1,"('#o', 'ot', 'to', 'ok', 'ko', 'om', 'm#')","('otok', 'ins', 'Sg')"
1554,otoku,otok_loc_Sg,7,"('#o', 'ot', 'to', 'ok', 'ku', 'u#')","('otok', 'loc', 'Sg')"
1555,otoci,otok_nom_Pl,12,"('#o', 'ot', 'to', 'oc', 'ci', 'i#')","('otok', 'nom', 'Pl')"
1556,otoka,otok_gen_Pl,11,"('#o', 'ot', 'to', 'ok', 'ka', 'a#')","('otok', 'gen', 'Pl')"
1557,otocima,otok_dat_Pl,1,"('#o', 'ot', 'to', 'oc', 'ci', 'im', 'ma', 'a#')","('otok', 'dat', 'Pl')"
1558,otoke,otok_acc_Pl,6,"('#o', 'ot', 'to', 'ok', 'ke', 'e#')","('otok', 'acc', 'Pl')"
1559,otocima,otok_ins_Pl,2,"('#o', 'ot', 'to', 'oc', 'ci', 'im', 'ma', 'a#')","('otok', 'ins', 'Pl')"
1560,otocima,otok_loc_Pl,6,"('#o', 'ot', 'to', 'oc', 'ci', 'im', 'ma', 'a#')","('otok', 'loc', 'Pl')"
1561,pa{wak,pa{wak_nom_Sg,6,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'k#')","('pa{wak', 'nom', 'Sg')"
1562,pa{waka,pa{wak_gen_Sg,11,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'ka', 'a#')","('pa{wak', 'gen', 'Sg')"
1563,pa{waku,pa{wak_dat_Sg,1,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'ku', 'u#')","('pa{wak', 'dat', 'Sg')"
1564,pa{wak,pa{wak_acc_Sg,1,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'k#')","('pa{wak', 'acc', 'Sg')"
1565,pa{wakom,pa{wak_ins_Sg,4,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'ko', 'om', 'm#')","('pa{wak', 'ins', 'Sg')"
1566,pa{waku,pa{wak_loc_Sg,4,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'ku', 'u#')","('pa{wak', 'loc', 'Sg')"
1567,pa{waci,pa{wak_nom_Pl,8,"('#p', 'pa', 'a{', '{w', 'wa', 'ac', 'ci', 'i#')","('pa{wak', 'nom', 'Pl')"
1568,pa{waka,pa{wak_gen_Pl,10,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'ka', 'a#')","('pa{wak', 'gen', 'Pl')"
1569,pa{wacima,pa{wak_dat_Pl,1,"('#p', 'pa', 'a{', '{w', 'wa', 'ac', 'ci', 'im', 'ma', 'a#')","('pa{wak', 'dat', 'Pl')"
1570,pa{wake,pa{wak_acc_Pl,8,"('#p', 'pa', 'a{', '{w', 'wa', 'ak', 'ke', 'e#')","('pa{wak', 'acc', 'Pl')"
1571,pa{wacima,pa{wak_ins_Pl,7,"('#p', 'pa', 'a{', '{w', 'wa', 'ac', 'ci', 'im', 'ma', 'a#')","('pa{wak', 'ins', 'Pl')"
1572,pa{wacima,pa{wak_loc_Pl,1,"('#p', 'pa', 'a{', '{w', 'wa', 'ac', 'ci', 'im', 'ma', 'a#')","('pa{wak', 'loc', 'Pl')"
1573,partija,partija_nom_Sg,106,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ja', 'a#')","('partija', 'nom', 'Sg')"
1574,partije,partija_gen_Sg,244,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'je', 'e#')","('partija', 'gen', 'Sg')"
1575,partiji,partija_dat_Sg,17,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ji', 'i#')","('partija', 'dat', 'Sg')"
1576,partiju,partija_acc_Sg,43,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ju', 'u#')","('partija', 'acc', 'Sg')"
1577,partijom,partija_ins_Sg,5,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'jo', 'om', 'm#')","('partija', 'ins', 'Sg')"
1578,partiji,partija_loc_Sg,24,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ji', 'i#')","('partija', 'loc', 'Sg')"
1579,partije,partija_nom_Pl,26,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'je', 'e#')","('partija', 'nom', 'Pl')"
1580,partija,partija_gen_Pl,43,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ja', 'a#')","('partija', 'gen', 'Pl')"
1581,partijama,partija_dat_Pl,1,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ja', 'am', 'ma', 'a#')","('partija', 'dat', 'Pl')"
1582,partije,partija_acc_Pl,10,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'je', 'e#')","('partija', 'acc', 'Pl')"
1583,partijama,partija_ins_Pl,1,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ja', 'am', 'ma', 'a#')","('partija', 'ins', 'Pl')"
1584,partijama,partija_loc_Pl,7,"('#p', 'pa', 'ar', 'rt', 'ti', 'ij', 'ja', 'am', 'ma', 'a#')","('partija', 'loc', 'Pl')"
1585,pas,pas_nom_Sg,91,"('#p', 'pa', 'as', 's#')","('pas', 'nom', 'Sg')"
1586,psa,pas_gen_Sg,14,"('#p', 'ps', 'sa', 'a#')","('pas', 'gen', 'Sg')"
1587,psu,pas_dat_Sg,6,"('#p', 'ps', 'su', 'u#')","('pas', 'dat', 'Sg')"
1588,psa,pas_acc_Sg,18,"('#p', 'ps', 'sa', 'a#')","('pas', 'acc', 'Sg')"
1589,psom,pas_ins_Sg,7,"('#p', 'ps', 'so', 'om', 'm#')","('pas', 'ins', 'Sg')"
1590,psu,pas_loc_Sg,1,"('#p', 'ps', 'su', 'u#')","('pas', 'loc', 'Sg')"
1591,psi,pas_nom_Pl,79,"('#p', 'ps', 'si', 'i#')","('pas', 'nom', 'Pl')"
1592,pasa,pas_gen_Pl,31,"('#p', 'pa', 'as', 'sa', 'a#')","('pas', 'gen', 'Pl')"
1593,psima,pas_dat_Pl,5,"('#p', 'ps', 'si', 'im', 'ma', 'a#')","('pas', 'dat', 'Pl')"
1594,pse,pas_acc_Pl,4,"('#p', 'ps', 'se', 'e#')","('pas', 'acc', 'Pl')"
1595,psima,pas_ins_Pl,7,"('#p', 'ps', 'si', 'im', 'ma', 'a#')","('pas', 'ins', 'Pl')"
1596,psima,pas_loc_Pl,1,"('#p', 'ps', 'si', 'im', 'ma', 'a#')","('pas', 'loc', 'Pl')"
1597,patwa,patwa_nom_Sg,43,"('#p', 'pa', 'at', 'tw', 'wa', 'a#')","('patwa', 'nom', 'Sg')"
1598,patwe,patwa_gen_Sg,42,"('#p', 'pa', 'at', 'tw', 'we', 'e#')","('patwa', 'gen', 'Sg')"
1599,patwi,patwa_dat_Sg,5,"('#p', 'pa', 'at', 'tw', 'wi', 'i#')","('patwa', 'dat', 'Sg')"
1600,patwu,patwa_acc_Sg,21,"('#p', 'pa', 'at', 'tw', 'wu', 'u#')","('patwa', 'acc', 'Sg')"
1601,patwom,patwa_ins_Sg,16,"('#p', 'pa', 'at', 'tw', 'wo', 'om', 'm#')","('patwa', 'ins', 'Sg')"
1602,patwi,patwa_loc_Sg,4,"('#p', 'pa', 'at', 'tw', 'wi', 'i#')","('patwa', 'loc', 'Sg')"
1603,patwe,patwa_nom_Pl,30,"('#p', 'pa', 'at', 'tw', 'we', 'e#')","('patwa', 'nom', 'Pl')"
1604,patwa,patwa_gen_Pl,31,"('#p', 'pa', 'at', 'tw', 'wa', 'a#')","('patwa', 'gen', 'Pl')"
1605,patwama,patwa_dat_Pl,2,"('#p', 'pa', 'at', 'tw', 'wa', 'am', 'ma', 'a#')","('patwa', 'dat', 'Pl')"
1606,patwe,patwa_acc_Pl,32,"('#p', 'pa', 'at', 'tw', 'we', 'e#')","('patwa', 'acc', 'Pl')"
1607,patwama,patwa_ins_Pl,2,"('#p', 'pa', 'at', 'tw', 'wa', 'am', 'ma', 'a#')","('patwa', 'ins', 'Pl')"
1608,patwama,patwa_loc_Pl,4,"('#p', 'pa', 'at', 'tw', 'wa', 'am', 'ma', 'a#')","('patwa', 'loc', 'Pl')"
1609,perspektiva,perspektiva_nom_Sg,1,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'va', 'a#')","('perspektiva', 'nom', 'Sg')"
1610,perspektive,perspektiva_gen_Sg,7,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 've', 'e#')","('perspektiva', 'gen', 'Sg')"
1611,perspektivi,perspektiva_dat_Sg,2,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'vi', 'i#')","('perspektiva', 'dat', 'Sg')"
1612,perspektivu,perspektiva_acc_Sg,5,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'vu', 'u#')","('perspektiva', 'acc', 'Sg')"
1613,perspektivom,perspektiva_ins_Sg,1,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'vo', 'om', 'm#')","('perspektiva', 'ins', 'Sg')"
1614,perspektivi,perspektiva_loc_Sg,3,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'vi', 'i#')","('perspektiva', 'loc', 'Sg')"
1615,perspektive,perspektiva_nom_Pl,10,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 've', 'e#')","('perspektiva', 'nom', 'Pl')"
1616,perspektiva,perspektiva_gen_Pl,9,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'va', 'a#')","('perspektiva', 'gen', 'Pl')"
1617,perspektivama,perspektiva_dat_Pl,1,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'va', 'am', 'ma', 'a#')","('perspektiva', 'dat', 'Pl')"
1618,perspektive,perspektiva_acc_Pl,12,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 've', 'e#')","('perspektiva', 'acc', 'Pl')"
1619,perspektivama,perspektiva_ins_Pl,1,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'va', 'am', 'ma', 'a#')","('perspektiva', 'ins', 'Pl')"
1620,perspektivama,perspektiva_loc_Pl,4,"('#p', 'pe', 'er', 'rs', 'sp', 'pe', 'ek', 'kt', 'ti', 'iv', 'va', 'am', 'ma', 'a#')","('perspektiva', 'loc', 'Pl')"
1621,pesma,pesma_nom_Sg,880,"('#p', 'pe', 'es', 'sm', 'ma', 'a#')","('pesma', 'nom', 'Sg')"
1622,pesme,pesma_gen_Sg,152,"('#p', 'pe', 'es', 'sm', 'me', 'e#')","('pesma', 'gen', 'Sg')"
1623,pesmi,pesma_dat_Sg,14,"('#p', 'pe', 'es', 'sm', 'mi', 'i#')","('pesma', 'dat', 'Sg')"
1624,pesmu,pesma_acc_Sg,483,"('#p', 'pe', 'es', 'sm', 'mu', 'u#')","('pesma', 'acc', 'Sg')"
1625,pesmom,pesma_ins_Sg,187,"('#p', 'pe', 'es', 'sm', 'mo', 'om', 'm#')","('pesma', 'ins', 'Sg')"
1626,pesmi,pesma_loc_Sg,74,"('#p', 'pe', 'es', 'sm', 'mi', 'i#')","('pesma', 'loc', 'Sg')"
1627,pesme,pesma_nom_Pl,374,"('#p', 'pe', 'es', 'sm', 'me', 'e#')","('pesma', 'nom', 'Pl')"
1628,pesama,pesma_gen_Pl,116,"('#p', 'pe', 'es', 'sa', 'am', 'ma', 'a#')","('pesma', 'gen', 'Pl')"
1629,pesmama,pesma_dat_Pl,4,"('#p', 'pe', 'es', 'sm', 'ma', 'am', 'ma', 'a#')","('pesma', 'dat', 'Pl')"
1630,pesme,pesma_acc_Pl,226,"('#p', 'pe', 'es', 'sm', 'me', 'e#')","('pesma', 'acc', 'Pl')"
1631,pesmama,pesma_ins_Pl,35,"('#p', 'pe', 'es', 'sm', 'ma', 'am', 'ma', 'a#')","('pesma', 'ins', 'Pl')"
1632,pesmama,pesma_loc_Pl,14,"('#p', 'pe', 'es', 'sm', 'ma', 'am', 'ma', 'a#')","('pesma', 'loc', 'Pl')"
1633,pesnik,pesnik_nom_Sg,173,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'k#')","('pesnik', 'nom', 'Sg')"
1634,pesnika,pesnik_gen_Sg,37,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'ka', 'a#')","('pesnik', 'gen', 'Sg')"
1635,pesniku,pesnik_dat_Sg,19,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'ku', 'u#')","('pesnik', 'dat', 'Sg')"
1636,pesnika,pesnik_acc_Sg,11,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'ka', 'a#')","('pesnik', 'acc', 'Sg')"
1637,pesnikom,pesnik_ins_Sg,3,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'ko', 'om', 'm#')","('pesnik', 'ins', 'Sg')"
1638,pesniku,pesnik_loc_Sg,5,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'ku', 'u#')","('pesnik', 'loc', 'Sg')"
1639,pesnici,pesnik_nom_Pl,57,"('#p', 'pe', 'es', 'sn', 'ni', 'ic', 'ci', 'i#')","('pesnik', 'nom', 'Pl')"
1640,pesnika,pesnik_gen_Pl,17,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'ka', 'a#')","('pesnik', 'gen', 'Pl')"
1641,pjesnicima,pesnik_dat_Pl,5,"('#p', 'pj', 'je', 'es', 'sn', 'ni', 'ic', 'ci', 'im', 'ma', 'a#')","('pesnik', 'dat', 'Pl')"
1642,pesnike,pesnik_acc_Pl,7,"('#p', 'pe', 'es', 'sn', 'ni', 'ik', 'ke', 'e#')","('pesnik', 'acc', 'Pl')"
1643,pesnicima,pesnik_ins_Pl,3,"('#p', 'pe', 'es', 'sn', 'ni', 'ic', 'ci', 'im', 'ma', 'a#')","('pesnik', 'ins', 'Pl')"
1644,pesnicima,pesnik_loc_Pl,1,"('#p', 'pe', 'es', 'sn', 'ni', 'ic', 'ci', 'im', 'ma', 'a#')","('pesnik', 'loc', 'Pl')"
1645,pismo,pismo_nom_Sg,110,"('#p', 'pi', 'is', 'sm', 'mo', 'o#')","('pismo', 'nom', 'Sg')"
1646,pisma,pismo_gen_Sg,26,"('#p', 'pi', 'is', 'sm', 'ma', 'a#')","('pismo', 'gen', 'Sg')"
1647,pismu,pismo_dat_Sg,1,"('#p', 'pi', 'is', 'sm', 'mu', 'u#')","('pismo', 'dat', 'Sg')"
1648,pismo,pismo_acc_Sg,89,"('#p', 'pi', 'is', 'sm', 'mo', 'o#')","('pismo', 'acc', 'Sg')"
1649,pismom,pismo_ins_Sg,19,"('#p', 'pi', 'is', 'sm', 'mo', 'om', 'm#')","('pismo', 'ins', 'Sg')"
1650,pismu,pismo_loc_Sg,33,"('#p', 'pi', 'is', 'sm', 'mu', 'u#')","('pismo', 'loc', 'Sg')"
1651,pisma,pismo_nom_Pl,42,"('#p', 'pi', 'is', 'sm', 'ma', 'a#')","('pismo', 'nom', 'Pl')"
1652,pisama,pismo_gen_Pl,28,"('#p', 'pi', 'is', 'sa', 'am', 'ma', 'a#')","('pismo', 'gen', 'Pl')"
1653,pismima,pismo_dat_Pl,1,"('#p', 'pi', 'is', 'sm', 'mi', 'im', 'ma', 'a#')","('pismo', 'dat', 'Pl')"
